summary,whole_brain_area,whole_tumor_area,invasion_count_cnt,invasion_count_min_area,invasion_count_max_area,invasion_count_med_area,delaunay_score_min,delaunay_score_quartile1,delaunay_score_median,delaunay_score_quartile3,delaunay_score_max,tumor_components_cnt,tumor_components_min_area,tumor_components_max_area,tumor_components_med_area,interface_ellipse_eccent_quants_0.1,interface_ellipse_eccent_quants_0.5,interface_ellipse_eccent_quants_0.9,interface_ellipse_area_quants_0.1,interface_ellipse_area_quants_0.5,interface_ellipse_area_quants_0.9,cooccurrence_mat_0,cooccurrence_mat_1,cooccurrence_mat_2,cooccurrence_mat_3,cooccurrence_mat_4,cooccurrence_mat_5,cooccurrence_mat_6,brain_compactness,brain_convexity,brain_solidity,convex_overlap,filled_overlap_cnt,filled_overlap_min_area,filled_overlap_max_area,filled_overlap_med_area,case
std,105316.46611535011,253198.57850963032,1.3400870618483463,2.1843215088460783,2.8550604851720625,2.797808524920964,402.29565180137683,383.6931370567407,384.2768151971344,389.35620717980413,440.9974597135155,16.313082684356953,151.99420098726307,1496.3348235495557,219.6598851338533,0.0019241445299443478,0.0016645725191377215,0.008546900024481186,112.72378662603336,351.03403347766044,3176.5045160784452,0.16874082341020852,0.029948791703076086,0.030881059365485734,0.018753859841723737,0.02281076109141434,0.03208237686544272,0.2284303460154557,0.11240310110418227,0.1330010539070824,0.14678002522055889,0.25781963603349906,9.90265116016918,86.53678838392231,135.70647405625022,100.25329837226089,14
min,1598.7264224302164,1175.2469363261628,0.0,0.0,0.0,0.0,1.6262110471725464,11.523064613342285,19.26527214050293,31.743080139160156,60.80947494506836,1.0,0.10241540721244187,1.300660231390048,0.9372404608545933,0.001249326373975963,0.004141281578517742,0.006614676254517888,1.7404814153863626,10.171743919753515,33.72307649753989,0.13846153846153847,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.07354056103108415,0.030334375163572954,0.3107420969639518,0.36341997666411663,0.0,0.0,0.0,0.0,0.0,14
25%,5312.304468732807,19118.418750130517,0.0,0.0,0.0,0.0,11.478761434555054,29.67086410522461,35.59363555908203,84.05786633491516,272.7031707763672,3.5,0.9761364185059576,67.28110533074762,5.479566909142987,0.0026792861032215332,0.005461833496899428,0.007771010361624929,15.491937136810604,33.39977859195365,113.02964110463276,0.28300127131703307,0.021749744871027904,0.012578333675775632,0.015653684762654076,0.016072039211216232,0.02495182700542392,0.16446517156293794,0.07769980263819619,0.45280149145452564,0.5667871356367487,0.011765923864495549,1.0,3.626367492974638,10.69351255964503,5.01560126829618,14
50%,54924.44970643442,42399.18566096615,0.5,0.035424507289235026,0.03752893346483315,0.03752893346483315,19.045711517333984,84.83230590820312,143.84649276733398,240.8328628540039,457.47032165527344,9.0,9.901313985459183,277.88915978019315,38.237479954923366,0.003454041372670082,0.006305440663334334,0.010550259531202866,39.269502615946124,208.31527428119983,477.69601730318084,0.44583254774923015,0.03645040149522359,0.04939287919324964,0.02775210655069312,0.033590087492792506,0.03826599166923545,0.3870930612487376,0.12249995476306579,0.5138848398994313,0.6357312301364011,0.0891035290615404,2.5,17.602151298076564,33.48153370418934,18.0796377115351,14
75%,165753.6267519604,120027.30369057744,2.0,0.5465200227844368,0.7354601945998837,0.6409901086921603,131.6325564776189,354.2299695406682,418.89317709163925,535.8025677837816,1073.7578125,32.5,15.147881421804872,788.8060027344766,148.0955127088345,0.004438676303203839,0.007952790718714754,0.014764315034093343,130.99285860189687,432.6935886998665,1292.387979887092,0.5983071774173331,0.06447654726975563,0.07080025826084346,0.03672309117102285,0.04494714348602314,0.06879073287390289,0.5125597051086805,0.1944131088715335,0.5791311370968061,0.7753719451594404,0.2974059773080927,8.25,97.8720033522543,137.47940248971332,114.63852858349631,14
max,354183.61535705096,967581.2782097899,4.0,8.641868118763707,11.422295252626812,11.19685521474602,1173.277931233282,1173.277931233282,1173.277931233282,1173.277931233282,1330.0582275390625,42.0,616.8521566153761,5377.721810287714,717.6507872538556,0.008945999780646842,0.00984560331107298,0.03678822489129889,367.85802447801825,1272.3460004595452,12886.843914715608,0.657243816254417,0.10751932536893886,0.08669354838709678,0.07366638441998306,0.07870695713281799,0.10751932536893886,0.7897435897435897,0.4571567571541604,0.8216201678216026,0.9277446685293946,0.8025606622764383,36.0,327.0662048665148,408.9482287157573,327.0662048665148,14
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,15
mean,39171.13166211507,67656.80216276096,3.16,1.3811060596229892,1.8969797505263082,1.59863818851827,55.80120739755605,82.95060409364675,118.85036959466908,170.9338621788976,396.5002577095983,32.6,11.878784486344964,466.8738563134679,40.41322072614451,0.0030444868342729666,0.005363862934107728,0.011253751034137983,71.7378928018354,200.78533251650785,580.4881786848335,0.33384460098581087,0.049255556126160796,0.0648640105107686,0.05478388209496223,0.07956313961765489,0.05096887459587263,0.36671993606877,0.053569953947316874,0.43612563552324396,0.4942070813935036,0.2253177636084565,31.48,30.5494443784582,112.68790683971851,45.11484001703685,15
std,37096.1323655509,69585.95794345478,3.023243291566195,2.245861157124953,2.2959326672059723,2.2702806129784046,201.9521949842348,199.64300456239695,215.85076280962923,222.41319897250244,239.63548113131344,28.437065014988214,24.187701295581125,443.2377730262462,59.67835610249885,0.0008936338403881112,0.0008696256744414459,0.00758447343403951,110.3199505018235,186.15579485608416,535.0298646285155,0.1737015656357811,0.023976434719926654,0.04875711709832713,0.03366418154106203,0.046596077387064436,0.017600523984689236,0.16365641345311657,0.04100029169621248,0.14661525287248808,0.08864475721939455,0.17820943729395985,39.12812287856396,42.29292440869731,91.38467401545195,55.18048726306715,15
min,2391.1925529152118,731.5240881807163,0.0,0.0,0.0,0.0,3.462489128112793,12.58801555633545,18.557026863098145,21.602821350097656,55.132896423339844,1.0,0.3261517380250281,41.965693326195414,3.6004793361436342,0.0017379343624012882,0.0041084769591494845,0.0058021976430775715,5.523767300676743,30.191461001428387,60.31675864877908,0.05319148936170213,0.012219959266802444,0.0029850746268656717,0.011940298507462687,0.008955223880597015,0.008955223880597015,0.03356367226061204,0.01958220370105393,0.28869488277635,0.3205035691300136,0.02709614045218925,2.0,3.6765662993989525,9.997680999262247,5.717343090824874,15
25%,10121.023255837543,17636.51497369475,1.0,0.33261018828294947,0.5649688320012617,0.3984082005698931,5.9576191902160645,20.84187126159668,35.297943115234375,63.51619338989258,224.07492065429688,14.0,1.0826365027815297,151.60547589208832,12.441683267695547,0.002426729732973417,0.0047131618843282725,0.006930981546326535,24.390329569672684,83.42727960159999,317.42609984301174,0.19616519174041297,0.03666666666666667,0.03166666666666667,0.02877697841726619,0.057692307692307696,0.03871576959395656,0.25245901639344265,0.028858119464101325,0.34511645212696407,0.42505206247496996,0.0672701762073702,10.0,7.168960883703601,43.78660251538572,13.881164461256652,15
50%,24191.895098890494,50443.09738595156,3.0,0.7234896929138827,1.2682653687763046,0.9085030533018155,9.687704086303711,27.92493438720703,53.57217025756836,92.0160903930664,330.0207824707031,24.0,2.521893935331568,301.89171984198316,17.60682528507606,0.0030034689187066685,0.00539606229743546,0.009066926877587086,35.425492411808534,140.04716543235062,427.9024724537552,0.3123425692695214,0.044422507403751234,0.05309734513274336,0.044715447154471545,0.06255430060816682,0.050359712230215826,0.40816326530612246,0.043066746257034286,0.38084582210578566,0.5078776039264409,0.15370015859933472,20.0,14.909530349159319,103.79889339863048,23.896179099719497,15
75%,45411.51699877362,84813.4757129709,5.0,1.3397367634305795,2.6513807488114534,1.7123500669407303,16.829570770263672,45.04582691192627,74.24562072753906,129.43289184570312,464.83843994140625,38.0,4.219544759589769,622.3378164585326,28.665363241347542,0.0035003968365167884,0.0056602858358537934,0.010774733851956124,55.775660648174274,222.20103396585716,646.1165805208304,0.43191056910569103,0.06088560885608856,0.08156028368794327,0.07304785894206549,0.10075566750629723,0.0633116883116883,0.5179856115107914,0.058158473353643915,0.4487503110611918,0.546146630982097,0.37666547297771247,31.0,29.385413642618712,134.30285567577116,38.53370279550944,15
max,137142.45537582508,298442.6974408779,13.0,10.546608632987835,10.546608632987835,10.546608632987835,1021.6985585236486,1021.6985585236486,1021.6985585236486,1021.6985585236486,1021.6985585236486,98.0,106.09094042859942,1761.6801307553214,274.56292212650754,0.0056478634680552685,0.007895699104448161,0.04088892757337381,462.81768040687984,718.8389712356932,2538.846240292619,0.7044776119402985,0.09567901234567901,0.19397828232971373,0.1393643031784841,0.16312056737588654,0.07610993657505286,0.5716666666666667,0.18547641183510435,0.8209847049674955,0.645756955767653,0.5456965394853593,154.0,190.47333786794573,429.23904158167784,210.6546303273097,15
count,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,16
mean,637363.6343979107,773977.1664061438,0.5714285714285714,3.8956074673008745,4.776923972270958,4.095968458448405,160.59285948275803,239.28494571389888,327.41316263334375,464.513504055561,1157.7220298040409,27.61904761904762,35.21360380999535,3441.085153521033,229.9578693821692,0.0029872624346439984,0.005724220179053542,0.013123389147319026,251.31637154830761,1117.8738019106033,3872.9045599900287,0.38370496205771265,0.08229945433828476,0.06472453860629883,0.024908729597531622,0.053432373625869944,0.0923236801970796,0.2986062615772226,0.1090280100767375,0.4756840396259681,0.6501033339728005,0.25416090334343044,5.285714285714286,138.09615193282514,330.22921107358064,171.5394615596137,16
std,559840.7944864848,670474.8113877078,1.1074659526310207,6.5973560645821125,8.55216319331762,6.958019152083461,417.80292464182634,408.86349188832673,406.5699017048285,406.36482242204573,463.60951188667286,22.897387624933497,37.83724855287464,2984.5774267620404,118.9252230109524,0.000939652573722311,0.0012242707234858294,0.005827028107982948,207.86928129534263,641.2255142333427,2454.0885362968706,0.18277679541608136,0.03831051679250842,0.03717518275513058,0.012787913532076759,0.03172368680824115,0.045167276374675415,0.20982468494792078,0.06625632989644545,0.10886244673326044,0.14331380616755068,0.16079982084275504,6.689218534276118,106.64566425493449,309.0705814866344,124.19640901320658,16
min,4029.173259290329,1699.5243681984332,0.0,0.0,0.0,0.0,2.659778356552124,10.340040922164917,15.766407489776611,28.560354232788086,117.05987548828125,1.0,0.1473030042,25.33510784827098,2.3781682388605265,0.0013131568139416452,0.003877598667391519,0.006714506324588537,6.586211340392458,14.528727887936842,33.97446882001817,0.05168986083499006,0.011904761904761904,0.0,0.001488095238095238,0.001488095238095238,0.011904761904761904,0.05116959064327485,0.022408638769398408,0.2206519473130389,0.34696707975500896,0.0012586561825392003,0.0,0.0,0.0,0.0,16
25%,205230.7036004476,184503.7035863737,0.0,0.0,0.0,0.0,26.422993659973145,81.9551191329956,139.62588119506836,251.3338451385498,916.2406158447266,13.0,11.28373708832472,1098.8437529715306,143.86993072098954,0.002393062016075418,0.004817076961681835,0.009542525779308541,90.79274634017304,806.3770152170272,2374.669854315439,0.22466174509900746,0.05244360902255639,0.03617188830240081,0.0165166492100899,0.032546082949308754,0.055748746867167916,0.16895867589688318,0.05415595916029549,0.42206887393084513,0.5083006104489314,0.13032160354507505,1.0,23.93207137052427,44.8383867748213,30.220501664454137,16
50%,498507.8302152202,661143.0003958188,0.0,0.0,0.0,0.0,32.57720756530762,110.86180019378662,189.9368133544922,345.50645446777344,1109.7191162109375,19.5,20.91609664080589,2925.396356796995,236.7942110145833,0.002880965050277108,0.005714659719211784,0.011480253097704791,189.39685995337697,1067.708379547645,3358.4621994200597,0.39161718763484477,0.08161517971425605,0.06324505365006512,0.024430676605111397,0.0465431859680186,0.09002067482396332,0.23282474476108428,0.10367234931366165,0.46544471219032746,0.6684512176734886,0.25119585415574763,4.0,145.0426719249898,278.218812235052,200.14308300567535,16
75%,911398.9546304957,1141674.9938670008,1.0,6.720269941078573,9.37974365233261,7.107048067183815,44.763999938964844,149.00531005859375,290.7992057800293,512.3242111206055,1463.4663696289062,38.75,45.731820170531314,5152.832730278038,299.34465235483856,0.0032270363742105935,0.006385998098429085,0.015139660673307163,362.85412819729464,1330.2570373778067,5466.076831397127,0.5399229337659859,0.10339628046703211,0.09109272648621926,0.03560255160084511,0.07366321432616438,0.12211703958691911,0.36082808640178327,0.13610503270066426,0.5347803558952431,0.7636982694116136,0.3510111121263421,6.75,197.62876906824656,514.3675884546103,257.9421942700251,16
max,2254151.8896690514,2328451.766884701,5.0,19.07256395761256,34.7291463108766,19.07256395761256,1608.1014617918918,1608.1014617918918,1608.1014617918918,1617.009521484375,2019.7960205078125,108.0,148.72645126612568,11205.273657664226,606.8348987558295,0.0064457225081475545,0.010403676758671694,0.03617162369823173,852.2447105149009,3789.889257457833,12693.759175245725,0.6864035087719298,0.1618685497012493,0.15639810426540285,0.049783549783549784,0.1304801670146138,0.20108695652173914,0.8880053015241882,0.35087416564454654,0.7201353319180995,0.874549136893874,0.606478046376746,36.0,420.92236409127634,1377.352249386692,468.40036527387565,16
count,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,17
mean,631783.9072904469,235412.6230759238,0.975,3.6196799759046683,4.137078414429302,3.8515451689779354,320.00196946162487,452.1342649986198,562.408026819413,696.7162884523323,1143.8413407613684,23.95,54.68557556400441,2583.7395108377377,193.85203090023666,0.003586350722517037,0.006308646480769202,0.014842886689289864,238.13766132967757,806.3551298334944,2503.7738275241745,0.32482877035996927,0.10835088390596351,0.061689360696541594,0.03648604095388826,0.0712820453478066,0.11218798545212291,0.2851749132837078,0.16273049110471824,0.4907443345771318,0.7178552785412429,0.22274609938708387,9.525,122.81910712862525,217.4400020901149,144.99128129900782,17
std,489110.5756394046,296893.57498930075,1.6715952767433777,5.175828364465503,5.650979277393785,5.384603669099477,570.4579525668433,587.4729932406931,686.4528276806076,659.4379127438622,538.321975128078,28.25701637397293,92.2897314735359,2568.6746738606676,114.5557503227312,0.001208762668040655,0.002088031237346255,0.009422805660946143,233.17484497313245,380.7295251833089,1597.0387184183226,0.1575404955038146,0.04946416289198325,0.04103316539522927,0.019833939463168727,0.03608375132189064,0.05681209522310127,0.19618502149478462,0.1253584947453485,0.16568522074530315,0.19420684967246843,0.22551036075506534,24.810034673752888,103.74452973687056,162.5693984940953,111.6827505462386,17
min,42433.9619699879,2987.179467011161,0.0,0.0,0.0,0.0,5.1378254890441895,15.035149574279785,22.133468627929688,33.35252571105957,168.55130004882812,1.0,1.1071346087787965,48.05886819199913,11.212534864645892,0.0018403593146619653,0.0038883825203855998,0.005625163447634291,2.924724191641725,50.83865239765581,168.12613560192898,0.08247422680412371,0.004975124378109453,0.0,0.0,0.005988023952095809,0.0,0.0045871559633027525,0.010526803746589368,0.1898031362950128,0.2825793886048836,0.001268585284921192,0.0,0.0,0.0,0.0,17
25%,228906.22803641928,23722.879228324717,0.0,0.0,0.0,0.0,25.353140354156494,84.7893295288086,130.06937789916992,254.64416122436523,943.5576629638672,4.0,12.001867371517283,564.6446759206875,108.05390829651985,0.0027137571187857926,0.005053604695402624,0.009686484795840234,84.04078158006382,596.2959869427307,1476.6710355173805,0.22005358048625762,0.0805379498876913,0.021512681159420288,0.02599754623568276,0.046175413905837515,0.07779359780047132,0.15489451099588772,0.04653538121423013,0.34463552134276454,0.5890516603645988,0.08170205460968231,1.0,63.92555313487223,116.64891970594299,93.36115706022933,17
50%,558012.4820643234,111552.27753867971,0.0,0.0,0.0,0.0,37.03453063964844,117.87807846069336,220.2309799194336,407.3312339782715,1170.1158447265625,14.5,23.305662783646163,1356.3472286993979,162.73605861843498,0.003401261227834757,0.0057996548003531306,0.01171368162607929,144.1718180687996,810.9598473134706,2148.7205974784065,0.3216537074738159,0.11456595511767925,0.06240156957394569,0.032338781413603676,0.07366484440706475,0.10627574370709382,0.21528425797137174,0.14786019652167576,0.5109895173826311,0.7861437737454782,0.13709170012168218,2.0,111.58080741269492,205.07224185026465,136.65248687629992,17
75%,972577.59894011,387018.2116685489,1.0,7.8396273204489315,9.066501909333732,8.219270289962198,148.07985305786133,577.0033416748047,756.5813293457031,1130.2232513427734,1409.7750854492188,31.0,48.39896033051057,4648.008800857182,252.1126286528913,0.004068374220835329,0.0069026878893786925,0.017805833299651016,255.17966001534197,1039.763253982172,3360.98774025698,0.3956334332833583,0.13719909557653395,0.08876406999422273,0.04586273206935192,0.09211485675072911,0.14507902298850575,0.3313479623824451,0.23763951581292075,0.6163597067819567,0.8757578340684044,0.295995688823891,6.0,180.5950062511444,329.5921974347708,199.08345959957583,17
max,1577797.603550842,1027897.610140525,7.0,16.987862631452924,16.987862631452924,16.987862631452924,1628.6392735851682,1804.175048828125,3197.25146484375,3268.77734375,3340.30322265625,137.0,473.7717419850981,9376.507243112688,473.7717419850981,0.006625672258500758,0.015800317933728047,0.060297280883181904,891.5288498677994,1771.0118100332581,7976.292889923431,0.9174311926605505,0.19491525423728814,0.14757709251101322,0.09193954659949623,0.1722488038277512,0.22624434389140272,0.6870748299319728,0.4593660465199787,0.7641514015074454,0.9612352028194125,0.8310812787805745,147.0,499.95845872931744,634.5879263980762,499.95845872931744,17
count,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,18
mean,521238.2928742105,506803.94237603445,3.1666666666666665,5.303360663178683,7.011161788926727,5.748215688509964,86.19613735384969,172.63707867437495,236.34216846863987,360.7387912323795,1046.7410879450429,49.05555555555556,78.48856294970064,3779.924104448356,265.1977106178808,0.0034537064357806307,0.006290911080634102,0.01556851901975043,225.13440234230532,1071.074760450152,3133.019979596626,0.31439629329136004,0.07166925028554079,0.0653636736669186,0.04535874267256139,0.06568020969960776,0.07264403143243203,0.36488779895157947,0.051821625003309876,0.3708316992162523,0.5268215870733657,0.16949399060421771,27.63888888888889,152.57366992029142,386.64873881189203,189.98617284744142,18
std,445748.70336331945,524157.85361095524,4.866797128062181,7.771937613056979,9.919859407064097,8.277120898321142,334.0089066733479,336.21553926291307,344.5495081173746,358.36713188515273,555.7463259076137,48.88525599777764,186.38473928107007,5106.199136398327,245.25217004113287,0.001045396847998934,0.0019010578441918768,0.00756999385536643,216.65677080737035,670.933336376174,2187.5863464438994,0.18077378761642796,0.029354536518192666,0.04356314715080191,0.024839926628539545,0.03289068782195911,0.029444957100966795,0.20470715133272258,0.03701239809903379,0.0845849379831256,0.1334540432625516,0.15027800526130966,37.31422767928592,127.45871893467498,320.78118215814396,143.77910068167589,18
min,13934.99256939281,5757.727721753543,0.0,0.0,0.0,0.0,5.400723934173584,22.349138259887695,33.799896240234375,56.50316619873047,225.30711364746094,1.0,0.7500196891247821,295.03494888022954,17.76010227860472,0.001817411723668676,0.004298601718942975,0.006391618738994937,6.43337085745824,50.8443825831377,146.56038802337005,0.052,0.011299435028248588,0.0,0.0,0.011532125205930808,0.008,0.12172088142707241,0.008035509273409862,0.2211651576450775,0.2809041037186189,0.0031727577590902317,0.0,0.0,0.0,0.0,18
25%,207423.60451804666,40876.064593856514,0.0,0.0,0.0,0.0,15.57499074935913,59.448031425476074,103.42513751983643,157.70919227600098,540.2968597412109,12.5,11.687513367689164,1088.036244404028,139.86553012996168,0.0027159876673633378,0.005297376645847795,0.01003658038454141,40.79836700203074,691.162068082147,1608.3020148138407,0.16360839072106678,0.055175294547905714,0.0354849065733641,0.02829396237676745,0.043186540750520606,0.048166230054774946,0.19769035207407668,0.03045092798086845,0.32092840151040974,0.44722418384926643,0.0390917918546891,1.75,9.006251461881485,90.43004068517038,15.833535572651677,18
50%,383306.59653717896,321428.73854241386,1.0,0.6611826579044302,1.0249863089184057,0.7655761936983153,30.1129732131958,90.6271619796753,151.06283569335938,278.73820877075195,1059.7182006835938,33.5,31.11014449823397,1966.7157858969015,222.32064344996843,0.003160338898778696,0.005869226377073008,0.013255660465091024,193.64717164966706,1078.1593081938167,2979.765960375974,0.286556652459534,0.06569128809836487,0.05349674986593046,0.040962236493089485,0.06039037036104854,0.07617396735542581,0.30430221459007933,0.0411550430252431,0.36383130800631724,0.5278171423902219,0.11627548573265073,13.5,145.08539926266116,356.3892822913805,205.43634905414672,18
75%,743840.9700504079,939065.7789921782,4.25,11.02536198607546,12.577563568879045,11.363032958663537,40.46693992614746,129.97213745117188,226.5752182006836,443.30909729003906,1495.7368774414062,66.0,53.033010718843855,3987.5423180119947,325.14995604855244,0.004235603040026686,0.006787272289630135,0.019019105440447652,298.28069295956163,1511.428522924316,4059.140489456463,0.4432836532749177,0.08662371832670547,0.09504767819955427,0.060984531551746726,0.08828191855564635,0.09537152978272012,0.4777485719885759,0.06476368487939897,0.4295910243722865,0.6113206202400914,0.26754753207379744,34.5,247.1527260855748,495.378095838827,297.18005308417276,18
max,1685630.5779805717,1768326.2630208593,18.0,25.586678484151623,30.391688528123762,25.586678484151623,2031.7756778623684,2031.7756778623684,2031.7756778623684,2031.7756778623684,2031.7756778623684,211.0,1054.8083056278942,25110.72699115207,1140.937317077187,0.006143326883495713,0.015401226783877987,0.03943924853534175,914.3752471863107,2557.1110439464105,7973.325676504118,0.782791185729276,0.12981298129812982,0.17260677466863034,0.09776833156216791,0.1280909990108803,0.1192722371967655,0.828,0.20997282807112247,0.5787141608127434,0.860560982677273,0.46939252682880095,142.0,443.7886178290013,1149.5986530203336,443.7886178290013,18
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19
mean,224071.17827159874,461643.47538212634,0.84,1.254182627738149,1.4498850833018937,1.2844871752336011,161.65795373507325,237.4832917458612,298.22873215266054,395.7028105980951,885.044529576977,33.68,43.53161178964778,5497.940337968953,276.23249726099823,0.0038590824981394,0.006751056295423025,0.016011564156292162,129.64902890586998,584.2485434279122,1657.5566257559963,0.41213930982691366,0.09055915305622438,0.05931909391234332,0.03224462107588131,0.044963875869797734,0.08654128514620422,0.2742326611126354,0.04194528542304923,0.33884321710603976,0.5281420507004643,0.14321006664743974,7.52,51.593168283176645,116.13974498739331,62.848222968201725,19
std,159745.73558548986,299238.91527190246,2.4440403706431146,3.078827566543483,3.3031844900107123,3.0926237340527973,445.4312152100721,429.5285065138437,416.44805998500937,404.1469809876289,427.67719737024055,29.838062939808946,107.01981728991106,7814.005635268956,239.57947843599544,0.0009114151178627446,0.0012780753959161933,0.005627112484560264,169.35597454072726,457.1775318680836,1293.6702050002211,0.1701779725243043,0.037510260422392444,0.03874120887439578,0.018940832701487217,0.02809740542429269,0.047791749597915996,0.10167374354049931,0.02714121694133066,0.08056846728824922,0.0873413421516479,0.15066063266495297,18.83949751629981,70.180178770522,187.12685837731004,85.8966602047881,19
min,2947.53708042812,36796.98248880641,0.0,0.0,0.0,0.0,3.870681047439575,16.578554153442383,27.32008934020996,52.4037971496582,198.75180053710938,1.0,0.5496016982417741,37.69579650724137,5.47401044434776,0.0023294440633553925,0.004525148570824948,0.008045728601209291,5.530271147602901,30.901490223799037,95.842738874216,0.21967963386727687,0.01717791411042945,0.008271298593879239,0.0033085194375516956,0.0016542597187758478,0.010224948875255624,0.10918114143920596,0.012564934558688167,0.21894883395732387,0.34213665755780875,0.0006681464541153785,0.0,0.0,0.0,0.0,19
25%,93661.61226607508,251027.40699688098,0.0,0.0,0.0,0.0,19.768226623535156,75.66435241699219,110.59810638427734,195.17047119140625,619.283935546875,14.0,9.080244266886757,1448.977801255417,144.9517042116435,0.003024825614205724,0.005935683030809028,0.013046995163043877,40.99771660348858,380.39691910217624,917.1771747785095,0.26848249027237353,0.07001972386587771,0.02390438247011952,0.020361990950226245,0.023312883435582823,0.05726872246696035,0.19389438943894388,0.02422067128223115,0.2922350079916925,0.47893407479553235,0.016696244250479882,0.0,0.0,0.0,0.0,19
50%,192764.06260299424,454756.70456759,0.0,0.0,0.0,0.0,30.01925277709961,101.27664566040039,163.42018127441406,284.5191955566406,858.137939453125,31.0,14.661771451784539,2350.8645770084418,218.48931110467947,0.0038914272433708337,0.00681333211039774,0.014868503204680113,63.15509131445144,495.5930880055083,1535.0075012564675,0.3718875502008032,0.08690869086908691,0.05933852140077821,0.03599221789883268,0.03556034482758621,0.08213256484149856,0.27478448275862066,0.03484355002608328,0.31792858672446933,0.5350285574096472,0.08185459744127306,1.0,5.867661695069391,12.75299596537738,6.727455373966979,19
75%,309711.647713375,624060.5154339395,0.0,0.0,0.0,0.0,36.806583404541016,123.41226959228516,273.4519958496094,426.3053894042969,1112.81884765625,41.0,25.88903663170467,5910.57460962619,358.725739241044,0.004794982362808725,0.007585062098428509,0.020013406900906215,145.0622912925822,658.805191942344,1828.373623949361,0.5101809954751131,0.10956175298804781,0.08437856328392246,0.040429042904290426,0.07325789160214413,0.1188118811881188,0.3389558232931727,0.04963911132366309,0.38361294079521846,0.5703217167066151,0.2904679293385458,4.0,128.53502171443998,135.1733422515934,128.53502171443998,19
max,499549.49170992104,1258092.2039150086,11.0,11.629840674398583,11.629840674398583,11.629840674398583,1639.6147099221728,1639.6147099221728,1639.6147099221728,1639.6147099221728,1663.078369140625,116.0,540.3277886351725,31353.140296734495,858.7878870173283,0.0053029123719755275,0.009215844047066851,0.026358378562448864,683.4548708713006,2020.800712801287,5272.94987064343,0.8279569892473119,0.171,0.148,0.09691629955947137,0.10111317254174397,0.175,0.43227091633466136,0.1248389851471887,0.5551023895476355,0.7024954596060272,0.4198032164253319,74.0,203.82265887070966,658.8557564670153,262.28947699606357,19
count,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,20
mean,397779.7107614502,226376.191261428,0.84375,1.6941073342219468,2.0464335241063543,1.8598933645502638,156.08965521804453,259.57215518257976,370.5900604849255,510.51643477133865,936.5180934940971,20.78125,42.498417937266765,3379.4279106577005,338.5689959261576,0.0038817643251854344,0.006976582782434625,0.016946486928539818,155.84924022588066,618.3468017350745,2120.8103904079017,0.306103814882363,0.07962911711637126,0.03730059989127174,0.024695310371394687,0.04283167004171261,0.07686377254876753,0.43257571514811916,0.13548818700350926,0.4687150380288032,0.6670109464575078,0.1423456680728441,5.953125,113.01452107481319,173.27211850865922,134.49080935491853,20
std,319965.6463440976,248630.00117647875,2.056493779875511,4.052572440957396,5.068335429619338,4.505816054098847,349.1073338593521,389.8041372750835,480.89533965214144,468.6614842858699,451.33889856821247,21.091236990223635,54.00807814457074,3516.462835074607,329.3564315663443,0.0009848151057365022,0.0015976107711287019,0.008688518840700384,199.51998019610207,370.67698140091994,2095.678481790313,0.17359091688834044,0.03857221540018408,0.026421202993769002,0.01746251534538943,0.032023065435941675,0.0330291335926052,0.20298974259910146,0.12710741697413028,0.1586956096919818,0.16861139570565245,0.1319892371768393,16.317708452076968,94.81500599378423,150.906644639636,111.09562778659189,20
