summary,whole_brain_area,whole_tumor_area,invasion_count_cnt,invasion_count_min_area,invasion_count_max_area,invasion_count_med_area,delaunay_score_min,delaunay_score_quartile1,delaunay_score_median,delaunay_score_quartile3,delaunay_score_max,tumor_components_cnt,tumor_components_min_area,tumor_components_max_area,tumor_components_med_area,interface_ellipse_eccent_quants_0.1,interface_ellipse_eccent_quants_0.5,interface_ellipse_eccent_quants_0.9,interface_ellipse_area_quants_0.1,interface_ellipse_area_quants_0.5,interface_ellipse_area_quants_0.9,cooccurrence_mat_0,cooccurrence_mat_1,cooccurrence_mat_2,cooccurrence_mat_3,cooccurrence_mat_4,cooccurrence_mat_5,cooccurrence_mat_6,brain_compactness,brain_convexity,brain_solidity,convex_overlap,filled_overlap_cnt,filled_overlap_min_area,filled_overlap_max_area,filled_overlap_med_area,case
std,109608.66983950009,517476.2775980008,2.283384801965309,5.111884957875744,5.484697079549797,5.208801156175957,525.414878649852,557.3358401607888,590.4824226414484,717.1861938003921,814.0942837444012,36.78973519046603,17.525129099942724,6879.148088078044,98.03475798727189,0.0007945756243619084,0.0014557586987907457,0.0051137876287214255,137.78076631711195,445.2469761432138,1548.7710887167837,0.14246676308059633,0.03138860747244198,0.03624433422640823,0.01573580168734243,0.02349198795233184,0.03391773462192587,0.06897357219353928,0.042000706503572696,0.11778324248493592,0.12663088470445436,0.14253559785182532,15.367948664471982,48.329624234934464,190.49694534029564,64.43544213028244,6
min,6705.190429955026,17535.060811290547,0.0,0.0,0.0,0.0,3.666280746459961,13.557625770568848,21.77581024169922,35.086570739746094,140.45138549804688,3.0,0.36817495928336214,12.435222318319553,4.429418772098486,0.002011053364007477,0.004135573405283727,0.007618236854593098,1.96886604750215,11.817964798045063,52.014410320057465,0.21335992023928216,0.005035971223021582,0.002158273381294964,0.0035971223021582736,0.0057553956834532375,0.0057553956834532375,0.08076009501187649,0.012700405094924216,0.23855895437595662,0.22251201303997473,0.029226301357183352,0.0,0.0,0.0,0.0,6
25%,91448.2727207721,249249.62204265123,0.0,0.0,0.0,0.0,17.028828144073486,61.25296401977539,94.91570091247559,146.85067176818848,770.9700622558594,40.25,7.895749725486998,2503.8080663959427,120.97407462451703,0.0026134074226390035,0.005017083463192016,0.009360811096578856,44.119720648187396,355.9659634553224,1245.6473796518562,0.31142964942358364,0.08302505212611361,0.07393902585497736,0.04145114321678847,0.05008910505836576,0.07495675611066602,0.14226608356343315,0.02834095442148006,0.3671887831827736,0.40792010732572087,0.1195599377588455,5.5,63.90199407011772,142.93383679821267,86.139635369221,6
50%,136090.29430486148,530114.5126631253,1.0,5.646395455071044,5.911169410666991,5.822911425468343,20.65065097808838,68.39953422546387,114.90892219543457,179.79993438720703,859.7557067871094,70.5,10.754659577487885,5027.9378894413,170.1508700725214,0.0030974431722017803,0.005638586621693614,0.011862910415532264,92.71926145956746,843.4587944058617,2341.486669060898,0.36496162280701755,0.10367703442616334,0.1056214348307733,0.04919024390243902,0.06167319615461522,0.09917640821736248,0.17456757943475143,0.05529271668867011,0.4322016084419478,0.4936186816188892,0.27572761055720074,15.0,96.38652554672183,256.35212002082693,135.1844026816876,6
75%,183382.32890090102,954105.0376647348,2.0,9.308654928413885,9.685209745233953,9.387733307660119,23.869991302490234,89.00915145874023,145.24026489257812,241.73192596435547,1235.197998046875,98.25,14.202475038141356,7685.509714792993,212.8200937015547,0.003624681485499721,0.00633760949360638,0.016388910649419417,207.2102832025538,1080.740304248852,3794.085742179234,0.46619166849498245,0.12016022675826231,0.12503879040667362,0.058900194429961764,0.07899361155244267,0.12221968720376837,0.22229754251888686,0.07690781256080723,0.47414508994725224,0.5588978939258129,0.3621537892159024,21.75,125.3460656802747,323.1885623457414,164.4378411868841,6
max,493737.9259251555,1921262.4232793634,11.0,13.990198155894527,14.18892061903864,13.990198155894527,2699.16015625,2907.9959716796875,3116.831787109375,3818.9317626953125,4521.03173828125,142.0,94.7405999936336,33111.97008385499,361.98932831443716,0.005102602821426365,0.011723875578178796,0.027443306758578853,507.13480778351095,1357.2285302019561,5013.840370082966,0.8870503597122302,0.14785172704296545,0.13996478873239437,0.08142605633802817,0.10767696909272183,0.14758438120450032,0.35578947368421054,0.16517673244349962,0.731657230940016,0.7771934519485882,0.5082222216990054,70.0,147.71715699333097,789.1963986440358,213.34636741237358,6
count,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,7
mean,139168.0641465914,186057.32410420885,3.1666666666666665,2.9354543497989645,4.727807239098305,3.2052894249704154,21.11344321568807,58.58846147855123,126.13524595896403,208.03789710998535,688.8059984842936,35.416666666666664,11.54438388618918,2164.985023602843,114.02522823839915,0.002739698512021696,0.0057462662087972086,0.011114779581110018,213.951641476114,640.8085321934802,2985.681292241903,0.47594578982354036,0.0778661549709445,0.09479529862941204,0.053586596902958854,0.06755749891286293,0.08067788252335838,0.14957077823692308,0.1917509429573634,0.5377513913827451,0.7872684394479119,0.4199507614618765,25.333333333333332,59.651048543965516,184.9858490787284,79.62110600560428,7
std,96518.91030651436,140836.6855317849,4.108380201343089,3.8198992166655397,5.273745739000038,4.092201133801015,13.152191524347094,25.11845057787772,111.5156079212673,146.06618797177956,330.6400472977299,25.32500860031563,16.571944778098267,2220.4329032372357,94.62971776924446,0.000885674419839579,0.0011554572122388896,0.0033923646595071582,252.8341203288333,618.3202942859443,3739.290837805761,0.1578755301589076,0.032757688893527315,0.04031817335718837,0.01976044268447293,0.0485634112660158,0.023555189872110888,0.04567768603367958,0.09705276137262424,0.11914794934059804,0.06288641694022684,0.2594762108823439,35.481962980783585,58.658201829931635,160.7207672753174,72.94026022167938,7
min,7717.682233763719,27281.81773030792,0.0,0.0,0.0,0.0,5.166370391845703,18.466516494750977,26.760482788085938,40.41355895996094,243.37474060058594,8.0,0.7168981384572055,142.0686693172144,4.040079532357666,0.0017561459320989798,0.004025115173020528,0.005681196310097767,6.035498315236812,32.54446337976757,92.59392251209867,0.15432482887367766,0.04008152173913043,0.03731343283582089,0.024253731343283583,0.013059701492537313,0.04551630434782609,0.08640864086408641,0.038093306198430765,0.3559549777878238,0.6589766570429937,0.015468178061164246,0.0,0.0,0.0,0.0,7
25%,71386.8630143699,85622.38899519912,0.0,0.0,0.0,0.0,11.455432653427124,44.47429895401001,74.4838809967041,144.6675214767456,507.16089630126953,21.75,3.1021901059520776,670.6054445714715,36.75533111153095,0.0019004947607596072,0.004829304020770662,0.008553379290478882,38.71090416162426,118.16868764419222,431.7697535772064,0.42988217392910577,0.050945247933884295,0.061160714285714284,0.03723713280418951,0.04031125286742293,0.06318652302492607,0.11768595041322313,0.1363141219577702,0.4576026648907889,0.7494145302271854,0.1950937039847181,10.5,13.2813433916719,50.89911443159956,15.946348908110865,7
50%,153807.9310433679,125464.58339816626,3.0,1.2188071558415225,2.537473951109809,1.4484151980303088,15.023014545440674,52.95012855529785,89.00699234008789,168.95212936401367,629.0366821289062,32.5,4.67689235897306,1228.6888273619688,105.83212914529159,0.0028097999685324365,0.005789083424349182,0.011473669025110472,60.82052694635689,351.03735109321485,1268.5399588348341,0.5323170668705571,0.06735308511839777,0.08445299075362081,0.054629332832257495,0.06084183673469388,0.07502551020408163,0.1516013198757764,0.19387040646110387,0.5461375193373003,0.7889161717345298,0.45679173725286853,16.5,39.07342310883076,150.8997751155161,62.02228903770047,7
75%,199365.8248333271,329558.3316511809,3.25,4.033696513191856,8.00811740943363,4.401709620795721,31.981843948364258,75.92116737365723,125.15509128570557,192.8647689819336,795.6796417236328,38.25,11.355376366760305,3486.074439670162,157.35628700970005,0.003279691595548509,0.006266810916021827,0.013225352729485187,351.1299079401614,1098.4719194038819,4358.305455495051,0.5713988095238095,0.11162804264771856,0.12346356799797775,0.060530371799235975,0.06789584836164315,0.09574004275427543,0.16974276402576238,0.24008963947409767,0.6116164164858591,0.8258917254990825,0.6112477601482685,22.0,118.62278665941618,346.3176338644799,146.14456505005865,7
max,327698.97776280966,392191.135895773,15.0,10.519640357194433,13.933909595932978,11.71924846810257,41.889732360839844,99.4326400756836,454.89813232421875,607.7040252685547,1461.5472412109375,105.0,59.084218928213865,7220.533497103071,282.41543257187334,0.004397754010126088,0.007742118957103276,0.01747053716413457,698.6204182518736,1958.2218247370445,12565.27529597969,0.6548507462686567,0.12422360248447205,0.16282764098490865,0.09035326086956522,0.16801493466085873,0.119477286869944,0.2329192546583851,0.39831644599837046,0.7476305947776605,0.868864565260187,0.8496733130859633,133.0,173.34959904223112,455.7588045980992,202.0416891410282,7
count,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,8
mean,29010.342108589615,54168.177042262585,4.333333333333333,1.1184203836372135,1.483168727439967,1.2198834463453099,7.9896328676314585,26.95584163211641,42.91124979654948,70.42743455796014,292.12264142717635,58.333333333333336,2.005458074737746,437.73713023545974,24.759114242177937,0.003211622086764791,0.0058542785399979145,0.013624946250013108,14.435433121420843,93.27280178132958,289.95809630202064,0.3598534343250793,0.06701115509581475,0.09561557035155663,0.05961671894941499,0.05784142598891355,0.07490469256130232,0.2851570027279185,0.056483217956352326,0.3611132069162318,0.4879209115162264,0.18095132701386302,28.333333333333332,12.707091462130212,48.32373245262656,19.026019815602904,8
std,31116.454994343792,60994.78729396172,2.955221367906867,1.2265347449015205,1.425416407064617,1.247837810145659,4.1673114870491155,11.547411789699998,17.469351065245228,29.48897556500848,153.74329688981632,26.786812675892094,2.001323348695809,337.92991379371387,20.645921288804495,0.0005401519415325925,0.0005536500248431587,0.004549312246849948,11.320937208390944,91.2931565396311,263.28227860114464,0.11682381812318234,0.01690638572928729,0.04384963954399504,0.0233464555595131,0.022054095355730743,0.01608971919249814,0.13138294682299456,0.03740246700219974,0.09299325644903432,0.08507030021514383,0.11145592052227937,13.290347374441849,13.026772424265458,40.06494042393906,20.079229918269004,8
min,3686.1246677255385,6237.638047136561,1.0,0.27952078108074735,0.326591469526556,0.3125142510124803,2.7386815547943115,12.460891723632812,20.905868530273438,31.595134735107422,128.721435546875,24.0,0.32096058212092576,120.6028087360353,4.669082561644911,0.0021631555683869295,0.004628353187415949,0.008031778081591022,2.720835423687563,23.586784882574765,57.4531898262552,0.10447035957240039,0.03828197945845005,0.025210084033613446,0.031547320981472206,0.01602403605408112,0.03842264914054601,0.057085628442663995,0.014709949022997111,0.21764704343168823,0.29031052854684947,0.0,11.0,3.4518226728635097,13.463131989724152,4.587668741912655,8
25%,9350.263094558648,9540.95586910976,2.0,0.30935402097908005,0.6157896077979801,0.38285835889606246,4.652177810668945,18.324318885803223,29.06574249267578,47.800533294677734,168.8190460205078,39.0,0.5266846658652296,240.27537956290757,9.824267041836324,0.0028419579609065006,0.005563532472677788,0.010001923815860528,6.3586408479280845,34.029351781879434,122.98271103430689,0.3180760279286268,0.05363781200212427,0.06799531066822978,0.044078597981943704,0.04195432819968136,0.06797663303239511,0.2097669256381798,0.029531830674948092,0.30522777038821924,0.43449450834956194,0.11616737451187184,18.0,3.668120894423304,21.845027690142658,5.582074872704591,8
50%,11452.548254803924,32043.731200693837,4.0,0.46146526973084706,0.8192042826378982,0.5836178411301889,6.0991315841674805,21.443557739257812,35.02115249633789,60.3126220703125,225.29286193847656,53.0,1.1457599416963045,280.4927293324972,12.389437658411026,0.003353840356380798,0.005832011175320562,0.01359455623506312,11.665570568637149,44.97418689893344,148.04348753282903,0.3752327746741155,0.06873315363881402,0.08831908831908832,0.050332383665717,0.059162303664921465,0.07502930832356389,0.24623115577889448,0.04243249522706749,0.3416361880463988,0.4701801110918238,0.15816402949002667,27.0,5.673327594042252,29.539851511490504,7.748232860902914,8
75%,60865.90795520783,70636.24271431842,6.0,1.462112667892434,1.462112667892434,1.462112667892434,11.561896324157715,36.25943088531494,61.3187255859375,99.129638671875,421.50115966796875,70.0,3.0259367893348648,595.2552436024213,43.606370574478795,0.0035338729569078836,0.006251824484290084,0.015864304171524117,17.066638524039192,110.47361025190799,349.81438072991244,0.41115537848605577,0.07788051209103841,0.12283640424343942,0.06899902818270165,0.0749003984063745,0.08221024258760108,0.3460046547711404,0.0689750310653932,0.41424262038560855,0.5652943402214111,0.23926119422222605,39.0,16.62667945346706,55.48168966099117,21.86699476759481,8
max,110196.39419291886,183867.48887066336,12.0,4.737467032095668,4.737467032095668,4.737467032095668,15.336694717407227,54.23171615600586,73.83401489257812,115.35386657714844,617.8766479492188,136.0,6.651922887531589,1496.487959268631,63.17704322938538,0.004403443864347144,0.006695469203658919,0.026310293324865015,43.51606052402742,303.24656266061686,888.310370005887,0.6319479218828242,0.09482071713147411,0.2048417132216015,0.13224107665301346,0.10902696365767878,0.10566762728146013,0.5592808551992225,0.15175303154483316,0.5885084711502723,0.645054990739429,0.4539434246361967,53.0,45.265524039544225,129.92341093500724,69.11510122166968,8
count,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,9
mean,20424.531502228343,35708.809111899216,6.411764705882353,0.3142105737780657,0.6802875084471037,0.3989415332034447,35.01796159117718,45.05580583184262,53.18387866165012,66.67025785029992,184.1616920317377,85.05882352941177,1.194404388249437,298.92062619691524,7.439394928147557,0.002499584783868341,0.004716339858578413,0.007547728832383922,27.937865173408937,46.58630587994513,172.0873963696213,0.28616008311715707,0.07587039137879167,0.1253196709128576,0.07007514266759636,0.08516958886612075,0.07991531442315802,0.2774898086343185,0.06995822765879402,0.37919293212426497,0.5603638206153766,0.4426834095266753,75.58823529411765,4.679130789464203,53.26841335682513,7.887528247722344,9
std,32274.990173749775,56938.622138632396,5.350920756391041,0.37588254296880413,0.9121990568704431,0.48613071585158824,128.8201994920074,126.58466854519716,125.10715363705637,123.46375378207755,143.79831944600602,51.58181679167002,2.0507448089529245,403.5868387027127,7.8210063648202155,0.0007006418020952943,0.0006700094811631655,0.0021185757426191243,34.014065443873506,50.72790859481957,232.1951453969852,0.13785756007572897,0.032800117302926896,0.0647157515630742,0.031403369571038814,0.05012257288941867,0.03415530060065126,0.20122227778692325,0.04131195090524208,0.09631642320046715,0.09744780854510648,0.2740553346069043,76.01813831541244,5.086047198020833,79.99176340691609,8.18964081609405,9
min,438.958744952835,218.75943285981776,0.0,0.0,0.0,0.0,0.44790130853652954,2.653848886489868,3.7123091220855713,5.501091957092285,25.5961971282959,2.0,0.004624683488456375,6.4137816262094285,0.26902900155261744,0.0013981913607005523,0.0032211042670502415,0.004358373326425901,0.38301150235862413,1.323855516531745,4.878642400710402,0.05401459854014599,0.007874015748031496,0.015748031496062992,0.015748031496062992,0.0,0.015748031496062992,0.05868814729574223,0.016709218236031168,0.1958251025958061,0.4136567499211017,0.014768533192936462,2.0,0.053662275650536904,0.20771207736946307,0.0774634484316443,9
25%,1007.1891117349843,1746.5027500628123,2.0,0.011905143570754085,0.030564166667224425,0.017285352684460256,2.034634828567505,6.0214152336120605,10.508842468261719,19.478294372558594,87.47052764892578,45.0,0.10072208281857256,53.32672471048828,2.0237207697265625,0.002178621322821147,0.00435942160584956,0.006173381191859973,3.31255690459375,6.391785053457031,27.906724859513673,0.18317586101798233,0.05477707006369427,0.07159353348729793,0.047180667433831994,0.05163511187607573,0.05868814729574223,0.16321656050955413,0.037921291338891154,0.2968578402293255,0.46878766224762963,0.21377574415841194,27.0,0.6737960023035544,10.028714113730468,1.6122469030078124,9
50%,3993.8248705167853,10814.003875701059,6.0,0.12210975110580032,0.24050074742967403,0.15989453904779924,2.4797706604003906,11.75878381729126,17.927858352661133,28.40658187866211,120.96212005615234,67.0,0.13169669592539673,98.8912841430517,3.379599853321322,0.002384711818344542,0.004765200977540733,0.006933829055891648,8.342169562337393,16.131734901981837,67.7439379718423,0.30631276901004306,0.07317073170731707,0.12679061261810423,0.07228915662650602,0.05931558935361217,0.07452339688041594,0.19584055459272098,0.057612836898956715,0.3979125354689192,0.5983799259301289,0.467821750213721,43.0,1.493132827872831,16.44559329284619,3.1322303137421796,9
75%,11109.915688778154,24546.17612728634,9.0,0.8579570881081948,0.9004302112818678,0.8664517127429294,5.640998363494873,24.286110401153564,37.23486328125,58.13713073730469,259.77960205078125,133.0,1.0193549561681523,435.1031684157411,12.113334729131545,0.0027692482433435443,0.005136012246094699,0.007788986295627643,59.45132943111706,92.17941922382255,210.65394900446603,0.3837080722447475,0.0948905109489051,0.16291161178509533,0.085514190932547,0.11894563426688633,0.08588278658311832,0.3769363166953528,0.09850007580817559,0.4389506295954474,0.6272550844158089,0.6511642759519217,98.0,10.686237790496131,45.72656440877637,17.745270861960584,9
max,91150.12555683174,183122.22497181897,19.0,0.8919355866471332,2.6588175106719305,1.3421506922880673,534.7965684183249,534.7965684183249,534.7965684183249,534.7965684183249,534.7965684183249,165.0,6.133118986278383,1423.1469381802617,22.464034846555656,0.004358373326425901,0.006195186374366683,0.012296193904036214,84.37710649681881,142.11082282679254,765.3546365775628,0.5270425776754891,0.1597074062785736,0.24247548190733853,0.14958813838550247,0.16936104695919937,0.17708015848826578,0.7716535433070866,0.16907959463228078,0.5230776636033633,0.694859617438009,0.885274231162861,252.0,13.888711277791076,293.55723812715837,20.756615294974004,9
count,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,10
mean,643692.3095139753,692470.1788848022,2.642857142857143,5.8974241808941255,6.899854618458238,6.153117501915637,38.13193014689854,113.83140286377498,180.40638267993927,330.57630143846785,937.9618494851248,46.107142857142854,38.98784353506131,5033.575967344826,373.0123165118429,0.003072228591742796,0.005669321401944205,0.015045725869515929,343.70979525444056,1291.562385761315,5011.6655780905885,0.3533919179728659,0.08187585483986763,0.0639760021449178,0.0367696790896475,0.05895173869506197,0.07738811417806439,0.32764669307957484,0.0875529823603515,0.42870497519661727,0.6097088583220319,0.20527971475842752,22.321428571428573,157.99700802523066,355.51409128401167,211.91089339253858,10
std,625093.5144796777,765186.7927138552,5.0126823285526605,9.036567827528991,10.824317767000164,9.478413136960034,27.36667402586561,67.82951470931596,114.9955482661041,204.94895655733686,507.5789067973161,82.42048436757845,39.73729861407001,4868.042396599527,412.7057501971297,0.001003867212899231,0.0012679737298712077,0.012180821962074357,435.8323699047847,899.159807648405,4775.779522360655,0.1900475332182642,0.03493046801530022,0.04493895818807996,0.019332172547044425,0.027691810809341265,0.03122712238180669,0.21587895075088454,0.05629945784062337,0.10282362707673763,0.13856086201574366,0.19899963133329096,53.89705796370389,129.95086198742817,291.30401007802385,179.4720947344364,10
min,10526.285835785273,1463.2829811123775,0.0,0.0,0.0,0.0,2.207941770553589,8.077349662780762,14.136417388916016,20.371639251708984,98.9073257446289,4.0,0.13377793483549014,81.44051748309545,2.1347943685719764,0.0006731763824943618,0.003747923766239892,0.005292814749844611,5.944151824429586,16.149446189788534,64.29810334316,0.06069895769466585,0.024691358024691357,0.0,0.007936507936507936,0.01728395061728395,0.011009174311926606,0.059214501510574016,0.012355086577635715,0.20299807649373605,0.3685258944338056,0.006484019645751473,0.0,0.0,0.0,0.0,10
25%,175478.75592184174,100752.8377714932,0.0,0.0,0.0,0.0,23.885464191436768,83.83662176132202,118.64710807800293,226.81935501098633,548.3712921142578,13.75,16.125647165592166,1315.8304726051292,149.89750222910982,0.002420495840412845,0.0049379916097715935,0.009803574120353882,81.03328386258504,618.1560715063079,1552.9410020468856,0.22054503964935723,0.060117763117331524,0.028417688914646317,0.023329084413732958,0.039116270132410993,0.055321608744394624,0.15001435232423227,0.0461715053205358,0.3767941387974786,0.505411670274448,0.06438915890055197,2.75,6.479947253977223,74.46663897515143,9.928470201796125,10
50%,421400.79519797536,412949.3451387327,1.0,0.12033480753559155,0.307477881866959,0.15864221641584958,36.263126373291016,105.21452713012695,166.65851211547852,301.5787048339844,953.3664855957031,22.5,27.79550328228678,3806.481717133268,279.32428880538237,0.0032163270665016724,0.0054760961936520455,0.01174302908570791,171.79841853575624,1244.4043582830936,3621.6200777814374,0.36626726457399106,0.07408596973373409,0.04739268607573663,0.03579422851361394,0.05669535759461464,0.0731169479090242,0.287982330258663,0.07955663032525079,0.4197193446868386,0.6313859353520523,0.12682907627305764,5.5,224.1621456852168,310.89496887851436,257.82635527089235,10
75%,839942.7426375027,913193.4116902343,2.0,9.340604065492972,9.340604065492972,9.340604065492972,50.95157432556152,145.81032180786133,221.70032119750977,461.3949432373047,1268.1177062988281,40.25,52.08399159955647,6431.545705563366,429.6784721555408,0.003713703094147902,0.005924198967769204,0.015745374031742764,435.8436030053987,2169.234993051072,7179.051319749135,0.47256291448006044,0.10433402326467792,0.09260229146927747,0.04884568413510604,0.06902636666529555,0.1011840107043013,0.44688401635499586,0.10050246324928101,0.49091176639786055,0.7018979135198893,0.288850617346321,10.0,267.1855025561402,626.261756142896,321.55582228527845,10
max,2163963.999631582,2583734.8226740453,21.0,27.236650643118146,33.60894187727486,27.236650643118146,139.17494201660156,279.09002685546875,465.6690368652344,801.9851989746094,2179.12060546875,439.0,196.9219750001975,17148.581276176144,1906.3241743470405,0.004866837552255818,0.00897858915574822,0.0714024550440553,1853.9443769526865,3302.7869483489008,19564.14657366949,0.7333333333333333,0.1763975155279503,0.17099697885196374,0.09883348288680939,0.1410095953274927,0.14675052410901468,0.8049382716049382,0.22419825241223137,0.659440144667417,0.8942409934162079,0.7797368465148279,266.0,396.9488540640301,937.6270599347445,604.996783182963,10
count,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13
mean,287673.80637164536,281411.4085595047,3.2142857142857144,5.091562277818363,6.012756100925506,5.322222026633893,17.909356594085693,58.191439969199045,93.71947343008858,157.85308701651437,859.5371442522321,66.78571428571429,15.830112665961822,2857.7691794659017,152.8789091523895,0.003492674381560524,0.006291539476457107,0.01693154827494913,63.122395007481224,498.36094038928746,1646.0742708067053,0.33665009045018296,0.07898947455134031,0.07918180276098694,0.05090003641231379,0.07134311101374044,0.08392145520211929,0.29901402960931633,0.03911713677629409,0.33039206145055483,0.5345330724857636,0.1973299793619919,31.642857142857142,92.77820534358698,298.23266804627247,125.48347666884247,13
std,312505.23634853924,281038.75835891464,2.9659236835601983,6.803024590097959,7.226906404485701,6.911026991585252,12.390846017252812,32.64757164763974,52.98545659830774,93.46062466153755,537.1209345822641,43.98807280900755,17.670639245343946,2798.711728947264,150.50755374813008,0.0007539182174198634,0.0009070862538560885,0.0032057551047851448,61.45118148822408,473.3395270511015,1460.2730281495715,0.14084092525491668,0.030746571924160075,0.03300252322977941,0.02377924490226256,0.03932841017457633,0.03174534568076985,0.20295582171268758,0.016560519149012614,0.08467033903387275,0.06614244210524152,0.15162296290050745,33.29496876488916,111.3319050503562,312.39960747328666,135.16069704069253,13
min,6581.900721965455,4186.814716195317,0.0,0.0,0.0,0.0,3.781832695007324,10.372499465942383,15.142793655395508,23.55281639099121,130.436279296875,5.0,0.6751970720386175,119.2429433735177,5.681647528020799,0.002206197834445121,0.004227617000563771,0.010247022565605578,4.037088316436734,32.51354470902126,86.25043059153703,0.036427732079905996,0.0199764982373678,0.0011750881316098707,0.007050528789659225,0.01410105757931845,0.01645123384253819,0.10703953712632594,0.009560568885758984,0.1898489174263356,0.40308495235165814,0.0011246383754308618,0.0,0.0,0.0,0.0,13
25%,79524.07138088973,53159.842859539,1.0,0.3289179614391658,0.5840213026092227,0.3848600892421594,8.020328998565674,33.89637899398804,51.354960441589355,91.19204902648926,427.51468658447266,45.25,3.0653284481502103,536.5577794792493,33.24184516367599,0.00314039000977366,0.005939565758330945,0.01576172728668561,19.93729723775541,134.90842710520926,306.62863796466274,0.28249097910057397,0.06383955901954402,0.05931908361649964,0.037858218958467665,0.0479791441567853,0.06298084833655336,0.20850993495818743,0.026736776078225204,0.26168522967969704,0.508658014439791,0.09678114952486627,16.0,8.598722755234395,55.41712726288567,13.848679096670121,13
50%,213087.14145095798,304793.1130822154,3.0,2.6582927519755075,3.6941350514682236,3.0134938299629677,15.159245014190674,49.39784288406372,76.27430725097656,124.11538028717041,778.3745422363281,54.5,7.476980165114479,1966.3232099797779,112.88671120310966,0.0034601056364000566,0.006404294840190544,0.01742372759046494,45.92146796066146,380.19831272380475,1512.2141037003469,0.3136240426585831,0.07767286115942709,0.09174087484098248,0.047130835376431965,0.0631293000895277,0.0889349377358237,0.24387850445798942,0.041550421331606344,0.3372248335975728,0.5435167600066846,0.15497112921948136,21.5,63.73819157146769,254.65859001707935,88.62060097340603,13
75%,334653.1092900936,402414.05776753,4.0,6.793358656734299,8.044812420450167,6.865517275317435,24.040648937225342,76.04927730560303,145.28804397583008,231.42964458465576,1266.5220642089844,78.5,27.120761569283175,4201.586436150188,200.89506687928815,0.004042330802376214,0.006765313545161578,0.01941932767285043,63.24389053762969,488.18236056381,2143.9217623175314,0.3810313232511098,0.10089050215706115,0.10192662430825988,0.06312769010043041,0.08882929842653951,0.10509111253994893,0.2701783687014234,0.050247317258926914,0.3808846545605804,0.5747660371913739,0.3430035889129778,34.0,88.29875682686242,369.2445245992088,157.59067121503998,13
max,1066321.1629376523,1000068.935770669,9.0,20.60105679584384,21.556595209972432,20.60105679584384,44.82217788696289,124.90494537353516,179.4347915649414,332.97747802734375,1945.8023681640625,174.0,55.5084030332459,8643.257435928947,541.070539770308,0.0048580277967702375,0.007544665211073635,0.02080226368744042,187.26120534576052,1367.0630336202516,4267.830954266541,0.5855758880516685,0.13389355742296918,0.12921890067502412,0.10321969696969698,0.17424242424242425,0.13557422969187674,0.9048178613396005,0.06927793325461835,0.514491827133317,0.6361991233964258,0.4529364632067849,112.0,364.5876320295337,1142.7864005916708,364.5876320295337,13
count,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14
mean,92530.9219855451,144388.95111610423,1.0625,0.9410460784067325,1.1750248007330706,1.1260467358324253,214.2728494904223,265.95711815126566,312.3840785003486,386.91403794057993,600.7887959457222,17.125,50.070135721986304,915.5768800877519,134.79167546691025,0.0038563007162687405,0.00654099785157175,0.013627348031560887,87.88385478036483,306.94786130303737,1555.2251420175771,0.4293932707290162,0.04475005552353721,0.04297623591490939,0.028554690595661854,0.03381980637305278,0.04697157999469495,0.3735343608691276,0.15051389641753876,0.5349575326823313,0.6611220370214252,0.2001344034083134,6.9375,59.082384950133665,106.80611795078332,74.88095690417191,14
